ID,FECHA,AÑO,MES,HORA,pos x,pos y,TIPO_DE_CALLE,COMUNA,VICTIMA,ACUSADO,N_VICTIMAS,ROL,SEXO,EDAD
2018-0063,2018-06-16,2018,6,21:15:00,-58.37093138,-34.59952725,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,FEMENINO,28
2018-0064,2018-06-25,2018,6,01:15:00,-58.45855262,-34.63953253,AVENIDA,7,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,30
2018-0065,2018-06-26,2018,6,17:30:00,-58.38161909,-34.59283447,CALLE,1,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,35
2018-0066,2018-06-28,2018,6,11:00:00,-58.45511899,-34.58698157,AVENIDA,15,PEATON,PASAJEROS,1,PEATON,MASCULINO,73
2018-0067,2018-06-29,2018,6,16:15:00,-58.37724226,-34.62973033,AVENIDA,4,PASAJEROS,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,81
2018-0068,2018-07-01,2018,7,09:00:00,-58.45546217,-34.62930339,AVENIDA,7,MOTO,AUTO,1,CONDUCTOR,MASCULINO,21
2018-0069,2018-07-04,2018,7,21:45:00,-58.39897064,-34.59954925,AVENIDA,2,BICICLETA,PASAJEROS,1,CICLISTA,MASCULINO,20
2018-0070,2018-07-07,2018,7,15:45:00,-58.40917826,-34.62126274,CALLE,3,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,33
2018-0071,2018-07-10,2018,7,17:50:00,-58.36726348,-34.61099738,AVENIDA,1,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,SD
2018-0072,2018-07-11,2018,7,13:15:00,-58.48267426,-34.68454456,AUTOPISTA,8,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,27
2018-0073,2018-07-11,2018,7,15:45:00,-58.39546165,-34.65168841,AVENIDA,4,PEATON,CARGAS,1,PEATON,FEMENINO,67
2018-0074,2018-07-14,2018,7,06:04:00,-58.46941984,-34.63376545,AVENIDA,7,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,25
2018-0075,2018-07-15,2018,7,07:30:00,-58.40367321,-34.58129246,AVENIDA,14,PEATON,AUTO,1,PEATON,MASCULINO,23
2018-0076,2018-07-16,2018,7,09:30:00,-58.52932872,-34.65014993,CALLE,9,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,73
2018-0077,2018-07-16,2018,7,23:15:00,-58.40917826,-34.62126274,CALLE,3,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,58
2018-0078,2018-07-21,2018,7,06:15:00,-58.41264127,-34.59473294,CALLE,2,PEATON,AUTO,1,PEATON,MASCULINO,27
2018-0079,2018-07-23,2018,7,07:15:00,-58.50877521,-34.66977709,GRAL PAZ,9,PEATON,CARGAS,1,PEATON,MASCULINO,SD
2018-0080,2018-07-25,2018,7,22:22:00,-58.51232237,-34.6590353,AVENIDA,9,PEATON,AUTO,1,PEATON,MASCULINO,26
2018-0081,2018-07-29,2018,7,06:30:00,-58.44744156,-34.64567171,AVENIDA,7,PEATON,MULTIPLE,1,PEATON,MASCULINO,35
2018-0082,2018-08-01,2018,8,15:53:00,-58.49441273,-34.65869968,AVENIDA,9,MOTO,CARGAS,1,CONDUCTOR,FEMENINO,17
2018-0083,2018-08-02,2018,8,05:20:00,-58.47976785,-34.69153196,GRAL PAZ,8,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,SD
2018-0084,2018-08-03,2018,8,07:25:00,-58.36523349,-34.62260331,AVENIDA,1,PEATON,CARGAS,1,PEATON,MASCULINO,45
2018-0085,2018-08-03,2018,8,18:16:00,-58.39118948,-34.62704273,AVENIDA,3,MOTO,PASAJEROS,2,PASAJERO_ACOMPAÑANTE,FEMENINO,22
2018-0085,2018-08-03,2018,8,18:16:00,-58.39118948,-34.62704273,AVENIDA,3,MOTO,PASAJEROS,2,CONDUCTOR,MASCULINO,30
2018-0086,2018-08-10,2018,8,21:44:00,-58.49019551,-34.65015854,AVENIDA,9,PEATON,PASAJEROS,1,PEATON,MASCULINO,40
2018-0087,2018-08-15,2018,8,19:20:00,-58.41644362,-34.63023775,AVENIDA,5,PEATON,PASAJEROS,1,PEATON,MASCULINO,75
2018-0088,2018-08-17,2018,8,16:36:00,-58.5007381,-34.5497951,GRAL PAZ,12,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,SD
2018-0089,2018-08-17,2018,8,17:56:00,-58.39626094,-34.63036565,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,80
2018-0090,2018-08-18,2018,8,10:34:00,-58.43284809,-34.67051543,AVENIDA,8,MOTO,AUTO,1,CONDUCTOR,MASCULINO,27
2018-0091,2018-08-19,2018,8,18:47:00,-58.52280139,-34.63659934,AUTOPISTA,9,AUTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,23
2018-0092,2018-08-20,2018,8,08:20:00,-58.4233693,-34.59774487,AVENIDA,14,MOTO,AUTO,1,CONDUCTOR,MASCULINO,23
2018-0093,2018-08-20,2018,8,08:41:00,-58.38691681,-34.63105973,CALLE,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,24
2018-0094,2018-08-23,2018,8,05:35:00,-58.4116902,-34.5857988,CALLE,14,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,32
2018-0095,2018-08-26,2018,8,00:59:00,-58.46739825,-34.65117757,AVENIDA,9,AUTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,49
2018-0096,2018-08-31,2018,8,22:20:00,-58.44483258,-34.67152226,AUTOPISTA,8,PEATON,AUTO,1,PEATON,MASCULINO,39
2018-0097,2018-09-02,2018,9,10:50:00,-58.43254025,-34.66128115,AVENIDA,8,AUTO,OTRO,1,CONDUCTOR,FEMENINO,35
2018-0098,2018-09-09,2018,9,05:00:00,-58.47199387,-34.69640164,GRAL PAZ,8,AUTO,AUTO,2,CONDUCTOR,MASCULINO,55
2018-0098,2018-09-09,2018,9,05:00:00,-58.47199387,-34.69640164,GRAL PAZ,8,AUTO,AUTO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,54
2018-0099,2018-09-12,2018,9,14:25:00,-58.46411215,-34.62925068,AVENIDA,7,PEATON,PASAJEROS,1,PEATON,MASCULINO,18
2018-0100,2018-09-20,2018,9,10:30:00,-58.36217754,-34.62367156,AVENIDA,1,MOTO,AUTO,1,SD,FEMENINO,33
2018-0101,2018-09-21,2018,9,00:15:00,-58.48098594,-34.5407313,GRAL PAZ,12,AUTO,MULTIPLE,1,CONDUCTOR,MASCULINO,SD
2018-0102,2018-09-21,2018,9,00:30:00,-58.41083404,-34.64640709,CALLE,4,MOTO,AUTO,1,CONDUCTOR,MASCULINO,20
2018-0103,2018-09-27,2018,9,17:51:00,-58.44609828,-34.64446729,AVENIDA,7,PEATON,MOTO,1,PEATON,MASCULINO,1
2018-0104,2018-10-01,2018,10,08:58:00,-58.37709334,-34.64035082,AUTOPISTA,4,MOTO,MOTO,1,CONDUCTOR,MASCULINO,22
2018-0105,2018-10-03,2018,10,18:12:00,-58.46963952,-34.63070603,AVENIDA,7,PEATON,PASAJEROS,1,PEATON,FEMENINO,56
2018-0106,2018-10-04,2018,10,22:02:00,-58.43674281,-34.55161027,AVENIDA,13,MOTO,MOTO,1,CONDUCTOR,MASCULINO,27
2018-0107,2018-10-06,2018,10,14:20:00,-58.4059686,-34.61011987,AVENIDA,3,PEATON,PASAJEROS,1,PEATON,FEMENINO,62
2018-0108,2018-10-09,2018,10,14:00:00,-58.36154069,-34.60463618,AVENIDA,1,MOTO,AUTO,1,CONDUCTOR,MASCULINO,37
2018-0109,2018-10-10,2018,10,22:12:00,-58.37062179,-34.60066507,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,34
2018-0110,2018-10-13,2018,10,03:05:00,-58.43220014,-34.60207186,AVENIDA,15,PEATON,MOTO,1,PEATON,MASCULINO,60
2018-0111,2018-10-19,2018,10,12:13:00,-58.46958442,-34.64949724,AUTOPISTA,9,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,28
2018-0112,2018-10-24,2018,10,09:18:00,-58.44671397,-34.59970903,CALLE,15,MOTO,CARGAS,1,CONDUCTOR,FEMENINO,28
2018-0113,2018-10-25,2018,10,11:00:00,-58.47152163,-34.61474911,CALLE,11,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,20
2018-0114,2018-10-30,2018,10,02:15:00,-58.39032921,-34.61807951,AVENIDA,1,MOTO,AUTO,1,CONDUCTOR,MASCULINO,23
2018-0115,2018-10-31,2018,10,12:30:00,-58.52887773,-34.64297861,CALLE,9,PEATON,PASAJEROS,1,PEATON,MASCULINO,42
2018-0116,2018-11-01,2018,11,10:50:00,-58.49371157,-34.67981324,GRAL PAZ,8,PEATON,CARGAS,1,PEATON,MASCULINO,48
2018-0117,2018-11-04,2018,11,08:15:00,-58.48266599,-34.66012327,AVENIDA,9,MOTO,MOTO,1,CONDUCTOR,MASCULINO,30
2018-0118,2018-11-05,2018,11,14:49:00,-58.40612253,-34.60774301,AVENIDA,3,PEATON,MOTO,1,PEATON,FEMENINO,80
2018-0119,2018-11-05,2018,11,22:35:00,-58.43613623,-34.66292532,AVENIDA,8,PEATON,SD,1,PEATON,FEMENINO,32
2018-0120,2018-11-09,2018,11,13:34:00,-58.48250732,-34.57208238,AVENIDA,12,PEATON,AUTO,1,PEATON,FEMENINO,51
2018-0121,2018-11-09,2018,11,16:32:00,-58.49945705,-34.6374328,AVENIDA,10,PEATON,PASAJEROS,1,PEATON,FEMENINO,72
2018-0122,2018-11-12,2018,11,01:00:00,-58.47743966,-34.67233407,AUTOPISTA,8,AUTO,AUTO,1,CONDUCTOR,MASCULINO,33
2018-0123,2018-11-12,2018,11,03:32:00,-58.5025179,-34.67450313,GRAL PAZ,9,AUTO,SD,1,CONDUCTOR,MASCULINO,25
2018-0124,2018-11-15,2018,11,19:40:00,-58.52144411,-34.63682499,AUTOPISTA,9,CARGAS,CARGAS,1,CONDUCTOR,MASCULINO,44
2018-0125,2018-11-16,2018,11,21:12:00,-58.41650465,-34.65084045,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,29
2018-0126,2018-11-18,2018,11,12:11:00,-58.52994219,-34.64055918,GRAL PAZ,9,MOTO,AUTO,1,CONDUCTOR,MASCULINO,27
2018-0127,2018-11-19,2018,11,09:14:00,-58.50993046,-34.56919739,GRAL PAZ,12,MOTO,MOTO,1,CONDUCTOR,MASCULINO,29
2018-0128,2018-11-25,2018,11,04:30:00,-58.52844623,-34.64592873,GRAL PAZ,9,AUTO,PASAJEROS,2,PASAJERO_ACOMPAÑANTE,MASCULINO,49
2018-0128,2018-11-25,2018,11,04:30:00,-58.52844623,-34.64592873,GRAL PAZ,9,AUTO,PASAJEROS,2,PASAJERO_ACOMPAÑANTE,FEMENINO,39
2018-0129,2018-11-28,2018,11,04:01:00,-58.45021367,-34.58695347,AVENIDA,15,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,37
2018-0130,2018-12-03,2018,12,03:00:00,-58.49022072,-34.62770192,AVENIDA,10,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,SD
2018-0131,2018-12-07,2018,12,19:10:00,-58.36860866,-34.60106568,AVENIDA,1,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,29
2018-0132,2018-12-12,2018,12,08:26:00,-58.39490504,-34.57241534,AUTOPISTA,2,PEATON,CARGAS,1,PEATON,MASCULINO,70
2018-0133,2018-12-12,2018,12,14:07:00,-58.46963952,-34.63070603,AVENIDA,7,PEATON,CARGAS,1,PEATON,FEMENINO,60
2018-0134,2018-12-12,2018,12,21:00:00,-58.42349365,-34.64019887,AVENIDA,7,PEATON,MOTO,1,PEATON,MASCULINO,56
2018-0135,2018-12-18,2018,12,14:40:00,-58.37471802,-34.61265002,AVENIDA,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,80
2018-0136,2018-12-18,2018,12,15:42:00,-58.46438789,-34.62913916,AVENIDA,7,PEATON,PASAJEROS,1,PEATON,FEMENINO,70
2018-0137,2018-12-18,2018,12,20:15:00,-58.38481975,-34.61100424,CALLE,1,MOTO,PASAJEROS,1,PASAJERO_ACOMPAÑANTE,MASCULINO,29
2018-0138,2018-12-21,2018,12,09:30:00,-58.50751833,-34.62073702,CALLE,10,PASAJEROS,PASAJEROS,1,PASAJERO_ACOMPAÑANTE,FEMENINO,79
2018-0139,2018-12-22,2018,12,06:30:00,-58.44682986,-34.63888084,CALLE,7,MOTO,MOTO,1,PASAJERO_ACOMPAÑANTE,MASCULINO,28
2018-0140,2018-12-22,2018,12,08:05:00,-58.3600465,-34.61381341,CALLE,1,AUTO,AUTO,1,CONDUCTOR,MASCULINO,78
2018-0141,2018-12-22,2018,12,17:40:00,-58.41509546,-34.62085945,AVENIDA,5,PEATON,MOTO,1,PEATON,MASCULINO,75
2018-0142,2018-12-25,2018,12,13:30:00,-58.50997604,-34.57251072,GRAL PAZ,12,CARGAS,PASAJEROS,1,PASAJERO_ACOMPAÑANTE,MASCULINO,32
2018-0143,2018-12-29,2018,12,05:25:00,-58.48606475,-34.64047818,AVENIDA,10,MOTO,AUTO,1,CONDUCTOR,MASCULINO,22
2019-0001,2019-01-08,2019,1,08:30:00,-58.38526125,-34.5780581,AVENIDA,2,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,25
2019-0002,2019-01-09,2019,1,04:00:00,-58.45463662,-34.65082149,AVENIDA,7,AUTO,CARGAS,1,CONDUCTOR,MASCULINO,32
2019-0003,2019-01-12,2019,1,08:00:00,-58.49121672,-34.59718073,AVENIDA,15,MOTO,AUTO,1,CONDUCTOR,MASCULINO,23
2019-0004,2019-01-14,2019,1,19:58:00,-58.47325712,-34.65284605,AVENIDA,9,AUTO,PASAJEROS,1,CONDUCTOR,MASCULINO,71
2019-0005,2019-01-19,2019,1,12:00:00,-58.52108101,-34.63382309,AVENIDA,10,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,43
2019-0006,2019-01-23,2019,1,05:45:00,-58.41652702,-34.55509606,AVENIDA,14,PEATON,AUTO,1,PEATON,FEMENINO,12
2019-0007,2019-01-26,2019,1,19:34:00,-58.42891604,-34.6107166,CALLE,5,MOTO,AUTO,1,CONDUCTOR,MASCULINO,35
2019-0008,2019-01-30,2019,1,22:45:00,-58.47802293,-34.69156793,GRAL PAZ,8,MOTO,MULTIPLE,1,CONDUCTOR,MASCULINO,42
2019-0009,2019-01-31,2019,1,14:55:00,-58.37564821,-34.62200207,AVENIDA,1,MOTO,AUTO,1,CONDUCTOR,MASCULINO,34
2019-0010,2019-02-02,2019,2,07:50:00,-58.42668489,-34.56961468,AVENIDA,14,PEATON,AUTO,2,PEATON,MASCULINO,SD
2019-0010,2019-02-02,2019,2,07:50:00,-58.42668489,-34.56961468,AVENIDA,14,PEATON,AUTO,2,PEATON,MASCULINO,59
2019-0011,2019-02-10,2019,2,01:00:00,-58.5183993,-34.66252488,GRAL PAZ,9,PEATON,AUTO,1,PEATON,MASCULINO,SD
2019-0012,2019-02-17,2019,2,03:16:00,-58.48432691,-34.67665828,AVENIDA,8,MOTO,AUTO,1,CONDUCTOR,MASCULINO,31
2019-0013,2019-02-20,2019,2,07:30:00,-58.4338383,-34.64457699,CALLE,7,PEATON,AUTO,1,PEATON,MASCULINO,39
2019-0014,2019-02-20,2019,2,17:30:00,-58.51664939,-34.58657938,CALLE,11,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,69
2019-0015,2019-02-23,2019,2,06:57:00,-58.49613012,-34.59703502,AVENIDA,11,AUTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,21
2019-0016,2019-02-24,2019,2,02:00:00,-58.38313603,-34.63356284,CALLE,4,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,40
2019-0017,2019-03-03,2019,3,07:00:00,-58.39914719,-34.61632317,CALLE,3,AUTO,PASAJEROS,1,CONDUCTOR,MASCULINO,22
2019-0018,2019-03-03,2019,3,23:30:00,-58.44927253,-34.54048625,AUTOPISTA,13,PEATON,AUTO,1,PEATON,FEMENINO,29
2019-0019,2019-03-06,2019,3,12:00:00,-58.45049163,-34.55374003,AVENIDA,13,MOTO,AUTO,1,CONDUCTOR,MASCULINO,SD
2019-0020,2019-03-07,2019,3,21:01:00,-58.41288952,-34.63572989,AVENIDA,5,MOTO,AUTO,1,CONDUCTOR,MASCULINO,43
2019-0021,2019-03-15,2019,3,22:50:00,-58.45743597,-34.62561234,AVENIDA,7,MOTO,AUTO,1,CONDUCTOR,MASCULINO,23
2019-0022,2019-03-15,2019,3,1900-01-02 00:00:00,-58.39123782,-34.62352245,AVENIDA,1,AUTO,SD,1,PASAJERO_ACOMPAÑANTE,MASCULINO,SD
2019-0023,2019-03-16,2019,3,08:28:00,-58.52922765,-34.63637963,GRAL PAZ,9,AUTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,34
2019-0024,2019-03-19,2019,3,1900-01-14 07:12:00,-58.37208118,-34.58541957,AVENIDA,1,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,32
2019-0025,2019-03-22,2019,3,13:10:00,-58.41458534,-34.60937557,CALLE,5,PEATON,AUTO,1,PEATON,MASCULINO,27
2019-0026,2019-03-28,2019,3,07:32:00,-58.47976785,-34.69153196,AVENIDA,8,PEATON,PASAJEROS,1,PEATON,MASCULINO,SD
2019-0027,2019-03-28,2019,3,11:11:00,-58.39990285,-34.59511714,AVENIDA,2,BICICLETA,MULTIPLE,1,CICLISTA,MASCULINO,37
2019-0028,2019-04-06,2019,4,09:15:00,-58.46051346,-34.60588536,AVENIDA,11,PEATON,PASAJEROS,1,PEATON,FEMENINO,SD
2019-0029,2019-04-07,2019,4,10:15:00,-58.47976785,-34.69153196,AVENIDA,8,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,27
2019-0030,2019-04-09,2019,4,16:00:00,-58.45457546,-34.62447891,CALLE,7,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,25
2019-0031,2019-04-12,2019,4,19:55:00,-58.36951669,-34.59832047,AVENIDA,1,BICICLETA,CARGAS,1,CICLISTA,MASCULINO,20
2019-0032,2019-04-16,2019,4,11:00:00,-58.46415322,-34.6044379,AVENIDA,11,PEATON,AUTO,1,PEATON,FEMENINO,83
2019-0033,2019-04-18,2019,4,01:00:00,-58.36607137,-34.62150748,AUTOPISTA,1,MOTO,SD,1,CONDUCTOR,MASCULINO,25
2019-0034,2019-04-21,2019,4,09:08:00,-58.45537373,-34.65093074,AVENIDA,7,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,SD
2019-0035,2019-04-23,2019,4,14:10:00,-58.37942637,-34.60053054,CALLE,1,PEATON,BICICLETA,1,PEATON,FEMENINO,75
2019-0036,2019-04-26,2019,4,22:46:00,-58.4368044,-34.62147504,CALLE,6,MOTO,AUTO,1,CONDUCTOR,MASCULINO,34
2019-0037,2019-05-01,2019,5,23:10:00,-58.40778291,-34.61971907,AVENIDA,3,MOTO,AUTO,1,CONDUCTOR,MASCULINO,17
2019-0038,2019-05-04,2019,5,14:10:00,-58.45212523,-34.54628513,AVENIDA,13,PEATON,MOTO,1,PEATON,FEMENINO,42
2019-0039,2019-05-09,2019,5,03:05:00,-58.46749188,-34.63551751,AVENIDA,7,MOTO,AUTO,1,CONDUCTOR,MASCULINO,28
2019-0040,2019-05-09,2019,5,12:45:00,-58.4426358,-34.63679732,CALLE,7,MOTO,SD,1,CONDUCTOR,MASCULINO,44
2019-0041,2019-05-11,2019,5,20:30:00,-58.51140289,-34.65846419,AVENIDA,9,AUTO,MULTIPLE,1,PASAJERO_ACOMPAÑANTE,FEMENINO,78
2019-0042,2019-05-14,2019,5,15:00:00,-58.38211431,-34.62465368,CALLE,1,PEATON,PASAJEROS,1,PEATON,MASCULINO,39
2019-0043,2019-05-21,2019,5,09:00:00,-58.36951669,-34.59832047,AVENIDA,1,BICICLETA,CARGAS,1,CICLISTA,FEMENINO,SD
2019-0044,2019-05-27,2019,5,12:45:00,-58.41635217,-34.62036547,AVENIDA,5,PEATON,MOTO,1,PEATON,FEMENINO,77
2019-0045,2019-06-03,2019,6,07:27:00,-58.41316147,-34.57579669,AVENIDA,14,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,33
2019-0046,2019-06-04,2019,6,09:00:00,-58.47617802,-34.53825652,GRAL PAZ,13,MOTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,26
2019-0047,2019-06-06,2019,6,10:00:00,-58.38641783,-34.63330028,AVENIDA,4,PEATON,CARGAS,1,PEATON,MASCULINO,76
2019-0048,2019-06-07,2019,6,07:00:00,-58.45322169,-34.62038137,AVENIDA,6,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,32
2019-0049,2019-06-08,2019,6,09:20:00,-58.45849057,-34.56166498,CALLE,13,PEATON,CARGAS,1,PEATON,FEMENINO,72
2019-0050,2019-06-08,2019,6,23:35:00,-58.41829559,-34.59411677,AVENIDA,14,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,21
2019-0051,2019-06-11,2019,6,10:00:00,-58.36376488,-34.63832093,CALLE,4,MOTO,AUTO,1,CONDUCTOR,MASCULINO,41
2019-0053,2019-06-14,2019,6,17:20:00,-58.46442668,-34.66004784,AVENIDA,8,AUTO,AUTO,1,PASAJERO_ACOMPAÑANTE,MASCULINO,49
2019-0054,2019-06-20,2019,6,03:00:00,-58.48222035,-34.58428769,CALLE,15,MOTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,21
2019-0055,2019-06-20,2019,6,19:45:00,-58.36819005,-34.60283208,AVENIDA,1,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,47
2019-0056,2019-06-29,2019,6,17:16:00,-58.45877601,-34.62330939,AVENIDA,7,PEATON,AUTO,1,PEATON,FEMENINO,75
2019-0057,2019-07-05,2019,7,19:00:00,-58.44196498,-34.55760517,CALLE,13,PEATON,AUTO,1,PEATON,FEMENINO,63
2019-0058,2019-07-10,2019,7,09:20:00,-58.50622631,-34.63627822,AUTOPISTA,10,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,39
2019-0059,2019-07-13,2019,7,22:35:00,-58.3841088,-34.63099197,CALLE,1,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,30
2019-0060,2019-07-17,2019,7,11:20:00,-58.48100602,-34.63504312,AVENIDA,10,PEATON,AUTO,1,PEATON,FEMENINO,78
2019-0061,2019-07-17,2019,7,18:40:00,-58.45200171,-34.5578132,CALLE,13,PEATON,PASAJEROS,1,PEATON,FEMENINO,58
2019-0062,2019-08-01,2019,8,23:00:00,-58.44462132,-34.56201105,AVENIDA,13,PEATON,PASAJEROS,1,PEATON,FEMENINO,60
2019-0063,2019-08-04,2019,8,01:30:00,-58.45220688,-34.58711712,AVENIDA,15,MOTO,PASAJEROS,1,PASAJERO_ACOMPAÑANTE,MASCULINO,SD
2019-0064,2019-08-06,2019,8,03:15:00,-58.4596221,-34.6224514,AVENIDA,7,MOTO,AUTO,1,CONDUCTOR,MASCULINO,20
2019-0065,2019-08-08,2019,8,16:45:00,-58.4197085,-34.65414867,CALLE,4,PEATON,PASAJEROS,1,PEATON,FEMENINO,55
2019-0066,2019-08-11,2019,8,21:15:00,-58.44187596,-34.64938031,AVENIDA,7,PEATON,AUTO,1,PEATON,MASCULINO,40
2019-0067,2019-08-14,2019,8,15:00:00,-58.49101637,-34.64276621,CALLE,10,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,35
2019-0068,2019-08-14,2019,8,17:40:00,-58.42493829,-34.66256502,AVENIDA,8,MOTO,MOTO,1,CONDUCTOR,MASCULINO,53
2019-0069,2019-08-17,2019,8,05:25:00,-58.40489318,-34.62930162,AVENIDA,4,MOTO,AUTO,1,CONDUCTOR,MASCULINO,43
2019-0070,2019-08-22,2019,8,12:30:00,-58.4268668,-34.59217875,AVENIDA,14,MOTO,BICICLETA,1,CONDUCTOR,MASCULINO,25
2019-0071,2019-08-27,2019,8,11:30:00,-58.479611,-34.65620398,AVENIDA,9,PEATON,CARGAS,1,PEATON,MASCULINO,SD
2019-0072,2019-08-28,2019,8,06:20:00,-58.47439934,-34.63524207,AVENIDA,10,AUTO,AUTO,1,CONDUCTOR,MASCULINO,22
2019-0073,2019-08-29,2019,8,01:50:00,-58.46711912,-34.57926018,AVENIDA,15,AUTO,OBJETO FIJO,1,CONDUCTOR,MASCULINO,29
2019-0074,2019-08-29,2019,8,09:00:00,-58.46514781,-34.53465378,AUTOPISTA,13,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,35
2019-0075,2019-08-30,2019,8,23:20:00,-58.37571078,-34.65584079,CALLE,4,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,31
2019-0076,2019-09-05,2019,9,18:00:00,-58.37157668,-34.65429986,AUTOPISTA,4,MOTO,CARGAS,1,CONDUCTOR,FEMENINO,29
2019-0077,2019-09-08,2019,9,03:40:00,-58.39811256,-34.58070186,AVENIDA,14,PEATON,AUTO,1,PEATON,FEMENINO,28
2019-0078,2019-09-12,2019,9,08:25:00,-58.41125934,-34.6541774,AVENIDA,4,PEATON,CARGAS,1,PEATON,FEMENINO,72
2019-0079,2019-09-17,2019,9,05:30:00,-58.41822901,-34.61866836,CALLE,5,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,57
2019-0080,2019-09-17,2019,9,1900-01-04 18:40:00,-58.47617802,-34.53825652,GRAL PAZ,13,PEATON,MOTO,1,PEATON,MASCULINO,76
2019-0081,2019-09-23,2019,9,16:00:00,-58.46141281,-34.58623761,AVENIDA,15,PEATON,PASAJEROS,1,PEATON,MASCULINO,67
2019-0082,2019-09-25,2019,9,07:45:00,-58.42985146,-34.6611974,AVENIDA,8,BICICLETA,CARGAS,1,CICLISTA,MASCULINO,47
2019-0083,2019-09-26,2019,9,08:00:00,-58.48457413,-34.6583909,CALLE,9,AUTO,AUTO,1,CONDUCTOR,MASCULINO,73
2019-0084,2019-09-27,2019,9,11:45:00,-58.46572884,-34.63628186,CALLE,7,BICICLETA,CARGAS,1,CICLISTA,FEMENINO,40
2019-0085,2019-10-09,2019,10,22:18:00,-58.49261744,-34.6341913,CALLE,10,BICICLETA,TREN,1,CICLISTA,MASCULINO,20
2019-0086,2019-10-15,2019,10,14:10:00,-58.45283186,-34.5884156,AVENIDA,15,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,29
2019-0087,2019-10-21,2019,10,21:00:00,-58.47973681,-34.57418656,AVENIDA,12,MOTO,MOTO,1,CONDUCTOR,MASCULINO,41
2019-0088,2019-10-22,2019,10,20:00:00,-58.40623949,-34.65076549,AVENIDA,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,27
2019-0089,2019-10-23,2019,10,15:45:00,-58.36244648,-34.63107887,AVENIDA,4,PEATON,CARGAS,1,PEATON,FEMENINO,92
2019-0090,2019-10-24,2019,10,18:26:00,-58.49962423,-34.64868027,AVENIDA,9,PEATON,MOTO,1,PEATON,MASCULINO,67
2019-0091,2019-11-01,2019,11,20:50:00,-58.44551437,-34.59559816,AVENIDA,15,PEATON,PASAJEROS,1,PEATON,MASCULINO,35
2019-0092,2019-11-03,2019,11,10:30:00,-58.35608181,-34.63420319,CALLE,4,PEATON,PASAJEROS,1,PEATON,MASCULINO,37
2019-0093,2019-11-13,2019,11,11:50:00,-58.46483679,-34.60907662,AVENIDA,11,BICICLETA,OTRO,1,CICLISTA,MASCULINO,16
2019-0094,2019-11-18,2019,11,14:00:00,-58.44368628,-34.59724326,CALLE,15,MOTO,OTRO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,SD
