ID;N_VICTIMAS;FECHA;HORA;TIPO_DE_CALLE;COMUNA;POS_X;POS_Y;ACUSADO
2021-0028;1;2021-03-29;17;AVENIDA;7;-58.4415;-34.6436;PASAJEROS
2021-0029;1;2021-03-31;18;AVENIDA;7;-58.469;-34.6322;AUTO
2021-0030;1;2021-04-03;18;CALLE;4;-58.3869;-34.6346;PASAJEROS
2021-0031;1;2021-04-07;10;AVENIDA;1;-58.3811;-34.6177;CARGAS
2021-0032;1;2021-04-10;19;AUTOPISTA;13;-58.4411;-34.5454;MOTO
2021-0033;1;2021-04-14;17;AUTOPISTA;5;-58.416;-34.6274;OBJETO FIJO
2021-0034;1;2021-04-19;14;AVENIDA;4;-58.4018;-34.6455;CARGAS
2021-0035;1;2021-05-03;9;AVENIDA;8;-58.4464;-34.6568;CARGAS
2021-0036;1;2021-05-09;6;GRAL PAZ;11;-58.5234;-34.598;OBJETO FIJO
2021-0037;1;2021-05-11;7;AVENIDA;13;-58.4665;-34.5622;PASAJEROS
2021-0038;1;2021-05-14;11;AVENIDA;14;-58.4265;-34.5782;CARGAS
2021-0039;1;2021-05-15;12;AVENIDA;9;-58.5041;-34.653;AUTO
2021-0040;1;2021-05-20;5;GRAL PAZ;13;-58.4674;-34.5348;AUTO
2021-0041;1;2021-05-20;8;AVENIDA;14;-58.4099;-34.5773;PASAJEROS
2021-0042;1;2021-05-21;5;AVENIDA;9;-58.5174;-34.6393;PASAJEROS
2021-0043;1;2021-05-22;18;AVENIDA;9;-58.5072;-34.6556;AUTO
2021-0044;1;2021-05-25;2;AVENIDA;9;-58.4671;-34.646;OBJETO FIJO
2021-0045;1;2021-05-26;17;AUTOPISTA;4;-58.3771;-34.6404;MULTIPLE
2021-0046;1;2021-05-31;2;AVENIDA;15;-58.4603;-34.5857;OBJETO FIJO
2021-0047;1;2021-06-02;16;AVENIDA;4;-58.4219;-34.6563;AUTO
2021-0048;1;2021-06-03;9;AVENIDA;12;-58.4903;-34.5698;AUTO
2021-0049;1;2021-06-03;20;AVENIDA;8;-58.4541;-34.669;AUTO
2021-0050;1;2021-06-10;13;AVENIDA;13;-58.4475;-34.5572;PASAJEROS
2021-0051;1;2021-06-15;19;AVENIDA;4;-58.4204;-34.6601;CARGAS
2021-0052;1;2021-06-20;5;GRAL PAZ;8;-58.4953;-34.6801;OBJETO FIJO
2021-0053;1;2021-06-20;12;AVENIDA;15;-58.444;-34.5948;BICICLETA
2021-0054;1;2021-06-22;14;CALLE;4;-58.4276;-34.6546;CARGAS
2021-0055;1;2021-06-29;12;AVENIDA;3;-58.4055;-34.6046;CARGAS
2021-0056;1;2021-07-09;23;AVENIDA;4;-58.4247;-34.6501;AUTO
2021-0057;1;2021-07-10;23;AUTOPISTA;2;-58.3926;-34.5756;OBJETO FIJO
2021-0058;1;2021-07-21;0;GRAL PAZ;12;-58.4894;-34.546;AUTO
2021-0059;1;2021-07-22;1;AVENIDA;3;-58.3964;-34.6278;OBJETO FIJO
2021-0060;1;2021-07-22;12;AVENIDA;5;-58.4197;-34.6111;PASAJEROS
2021-0061;1;2021-07-24;9;AVENIDA;4;-58.4054;-34.6501;CARGAS
2021-0062;1;2021-07-27;7;AVENIDA;4;-58.42;-34.6465;CARGAS
2021-0063;1;2021-08-02;4;AVENIDA;7;-58.4685;-34.6335;AUTO
2021-0064;1;2021-08-02;20;GRAL PAZ;9;-58.5293;-34.6542;CARGAS
2021-0065;1;2021-08-06;8;AVENIDA;6;-58.4268;-34.627;PASAJEROS
2021-0066;1;2021-08-06;20;AVENIDA;11;-58.5293;-34.611;PASAJEROS
2021-0067;1;2021-08-08;9;AUTOPISTA;1;-58.3791;-34.6276;OBJETO FIJO
2021-0068;1;2021-08-15;6;AVENIDA;11;-58.5216;-34.6116;OBJETO FIJO
2021-0069;1;2021-08-20;17;AVENIDA;14;-58.4135;-34.587;AUTO
2021-0070;1;2021-08-28;8;AVENIDA;8;-58.4396;-34.6547;CARGAS
2021-0071;1;2021-08-31;16;CALLE;3;-58.4045;-34.6;MOTO
2021-0072;1;2021-09-01;19;AVENIDA;2;-58.393;-34.5987;AUTO
2021-0073;1;2021-09-18;12;AVENIDA;2;-58.3939;-34.5841;AUTO
2021-0074;1;2021-09-20;15;GRAL PAZ;12;-58.5007;-34.5498;MULTIPLE
2021-0075;1;2021-09-21;14;CALLE;1;-58.3828;-34.6279;CARGAS
2021-0076;1;2021-10-16;6;AVENIDA;7;-58.4398;-34.6509;OBJETO FIJO
2021-0077;1;2021-10-18;7;AVENIDA;6;-58.444;-34.6293;CARGAS
2021-0078;1;2021-10-23;6;AVENIDA;6;-58.4278;-34.6221;PASAJEROS
2021-0079;1;2021-10-25;3;CALLE;3;-58.4094;-34.601;AUTO
2021-0080;1;2021-10-28;16;AVENIDA;1;-58.3828;-34.5943;AUTO
2021-0081;1;2021-11-02;13;AUTOPISTA;4;-58.3763;-34.638;CARGAS
2021-0082;1;2021-11-06;4;AUTOPISTA;3;-58.3959;-34.6245;AUTO
2021-0083;1;2021-11-09;0;AVENIDA;13;-58.4583;-34.5602;AUTO
2021-0084;1;2021-11-11;3;AVENIDA;9;-58.4914;-34.6458;OBJETO FIJO
2021-0085;1;2021-11-20;18;GRAL PAZ;12;-58.5127;-34.5779;OBJETO FIJO
2021-0086;1;2021-11-25;10;AVENIDA;6;-58.4487;-34.6235;PASAJEROS
2021-0087;1;2021-11-27;11;CALLE;1;-58.378;-34.5917;BICICLETA
2021-0088;1;2021-12-01;15;CALLE;13;-58.4553;-34.5556;AUTO
2021-0089;1;2021-12-02;1;AVENIDA;11;-58.4763;-34.6214;AUTO
2021-0090;1;2021-12-10;11;AVENIDA;1;-58.3819;-34.6026;PASAJEROS
2021-0091;1;2021-12-11;23;CALLE;10;-58.5199;-34.6228;AUTO
2021-0092;1;2021-12-12;6;AVENIDA;3;-58.406;-34.6101;AUTO
2021-0093;1;2021-12-13;17;AVENIDA;7;-58.4335;-34.6456;AUTO
2021-0094;1;2021-12-20;1;AUTOPISTA;9;-58.4674;-34.6512;AUTO
2021-0095;1;2021-12-30;0;AVENIDA;11;-58.4729;-34.6198;CARGAS
2021-0096;1;2021-12-15;10;AVENIDA;9;-58.4707;-34.6502;CARGAS
2021-0097;1;2021-11-18;6;CALLE;1;-58.3798;-34.5868;AUTO
